#{"t_start": 1678696407.6199613, "env_id": null}
r,l,t,Typ1,Typ2,Typ3,Typ4,Typ5,Warteschlangen,Auslastung
-21.0,302,4720.367943,341.70844524690665,319.06285002850007,670.4181929938175,847.5573396645385,1009.5003397694697,-103.07029835604784,-5005.273846968784
-50.4,302,4759.61186,360.32250866479643,338.9552903366686,776.135903223743,838.5739955954482,1141.19286527707,-163.40081893072997,-2346.059227378909
-24.2,302,4799.546751,366.5275619090984,339.48335181234233,553.8119971357168,674.5101364189061,973.8361721698141,-64.90130256202008,-4060.867372246896
-43.4,304,4838.671904,372.1979167918861,327.3023258671502,704.8149730559089,766.5534059531334,988.7220250823784,-101.78398878407407,-4708.895547643489
-93.9,304,4877.754309,358.44337611092664,334.4968655889509,876.8300999682972,1036.2416487171317,747.3920750077614,-168.575703077674,-2532.1177823207113
-37.0,302,4916.815942,360.82719165521235,326.0809437873585,641.741175451191,795.2235117836277,989.0224232628216,-82.6491011646141,-2823.074422914411
-32.0,302,4955.890953,353.8649978832373,351.9478413875776,613.7459694331518,729.3062156022512,892.4137638327969,-71.11711515154035,-1767.290255386385
-270.7,302,5011.606769,611.7852500247953,463.7556507991879,0.0,2160.231351079935,0.0,-314.3791399239138,-20535.037388843688
-213.7,302,5037.491924,488.9131827210579,472.99930031667094,770.8651868935303,2065.982257711499,0.0,-241.78776218330404,-20173.00981984731
-187.7,303,5064.26732,468.71170929543257,459.15094032902743,680.7142311187745,1908.4066578974964,0.0,-219.3227726663633,-20368.53364416534
-42.4,307,5111.181332,369.1669642949745,343.8291482541719,684.6055562019817,815.8655722517424,1466.100986796447,-115.79182459415239,-2636.93780657184
-26.2,307,5148.262589,348.8963444896945,334.678261242942,702.2128877335584,624.5038653478474,824.5947582268776,-67.52778056058887,-1633.1640006252933
-116.0,309,5181.920132,351.39969367887585,337.3101994443141,681.6034501522907,1318.6609485722124,1170.1869831299541,-185.37588823779456,-2293.327991053698
-45.0,305,5216.137667,375.7151409546571,342.8995894023731,582.4250441799147,601.9700988628628,874.1413641565223,-60.58500678355178,-954.1897329485103
-59.9,307,5250.874022,394.9440366298851,322.1836008418388,747.3578488912052,735.1244114685499,1081.9230900966893,-120.46195063811669,-1188.6511795780657
-57.0,308,5284.75989,343.57178748761396,355.5429675017758,636.9909752819063,978.1351959668198,947.6699731267441,-131.1649058766945,-1675.6268643051606
-49.6,309,5321.123378,364.3945794939263,346.3872229620108,749.3058688005428,808.6605124270767,1030.8815384682193,-126.07792162792916,-1463.7649032108118
-70.4,308,5357.721762,396.4237867790761,347.6500422427036,646.0685612495068,1036.9758889408824,956.6649782393547,-131.62131509439652,-2671.560246829405
